,Batch01_S018,Batch01_S015,Batch01_S055,Batch01_S002,Batch01_S012,Batch01_S044,Batch01_S040,Batch01_S023,Batch01_S010,Batch01_S048,Batch01_S046,Batch01_S030,Batch01_S057,Batch01_S022,Batch01_S019,Batch01_S058,Batch01_S045,Batch01_S013,Batch01_S004,Batch01_S060,Batch02_S049,Batch02_S011,Batch02_S031,Batch02_S021,Batch02_S016,Batch02_S051,Batch02_S036,Batch02_S053,Batch02_S032,Batch02_S006,Batch02_S029,Batch02_S034,Batch02_S047,Batch02_S033,Batch02_S007,Batch02_S017,Batch02_S025,Batch02_S041,Batch02_S035,Batch02_S038,Batch03_S050,Batch03_S009,Batch03_S014,Batch03_S056,Batch03_S037,Batch03_S039,Batch03_S042,Batch03_S026,Batch03_S005,Batch03_S027,Batch03_S028,Batch03_S052,Batch03_S024,Batch03_S003,Batch03_S043,Batch03_S008,Batch03_S054,Batch03_S059,Batch03_S001,Batch03_S020,Batch01_QC_01,Batch01_QC_02,Batch01_QC_02.1,Batch01_QC_03,Batch02_QC_01,Batch02_QC_02,Batch02_QC_02.1,Batch02_QC_03,Batch03_QC_01,Batch03_QC_02,Batch03_QC_02.1,Batch03_QC_03
Thiamine pyrophosphate,0.000371085870496234,0.00361656337610769,0.000867620618140556,0.00246613654829429,0.000339898979813867,0.000902454784533465,0.00251115095163889,0.00224978468922907,0.00195039404792735,0.00314424129863484,0.00187997046712051,0.00120793788633816,0.00225372024280809,0.00165023174591383,0.00150808182296645,0.00118118561735282,0.00166431912971204,0.0018865565455869,0.00151622343430045,0.000993352975630787,0.00193717358198565,0.000580069214951001,0.00212264452814215,0.000976093331853157,0.000911171104429645,0.00387439873799995,0.000477505484263622,0.00193884255510131,0.000624817056213618,0.000744617643842691,0.00239941916318602,0.0014155184069807,0.00501863340726118,0.00115438802914403,0.00156579477928434,0.00121299729452571,0.00143847036694964,0.00133786856983908,0.000634703860425014,0.00113173741984694,0.00192602005771076,0.00103484948105777,0.00176020710485963,0.00155200784407372,0.00119597900191123,0.00271322784910333,0.00157516829952813,0.00389990723109196,0.00124237900858271,0.000647743024682089,0.0019254778034494,0.00192583149367881,0.0015847713760888,0.00134238311288888,0.00139612148971932,0.00142761171741993,0.00108504709436711,0.00164375582332058,0.000138403333018435,0.00160780274601724,0.00230651421792639,0.00233414119515901,0.00228620116130457,0.00235426987610519,0.00220613092161339,0.00243214692328526,0.0023320771373643,0.0023088207335468,0.00225794424711357,0.00238375988842939,0.00235359038351412,0.00228722516430416
Carnitine-C18,0.00505311745353896,0.0227830858939331,0.206877797107681,0.00731382275830454,0.00288883162024917,0.0995091827255719,0.0030642982131041,0.00963493549831774,0.00574005971182011,0.0175964918309152,0.00276629103101443,0.0853763945509203,0.0203824709753476,0.0604173163575651,0.0424715436841696,0.0222863741860182,0.000652533109184997,0.00256525669918295,0.00858740654572011,0.0843895710262257,0.000544388989327934,0.06059301997474,0.170131505156234,0.00501820688740607,0.00718215967233821,0.0311803374521871,0.0555173359628433,0.000317412037026877,0.168161831174021,0.157598364264111,0.0342602034528906,0.000545267892206662,0.0541512962958849,0.05209683868229,0.0668720037154991,0.00954617759666519,0.126624943537455,0.00894536490452568,0.0702660759920083,0.0270468800400951,0.0030500692655044,0.0685748148813246,0.000962987568351688,0.0063353404068617,0.000953846432362258,0.0143786119340893,0.000279513475402364,0.0322667392236862,0.129493273173384,0.141073492257745,0.00474126432695073,0.0581675807629575,0.00409557724367535,0.00207340863221775,0.121060327486848,0.0567934079574559,0.00519512924018226,0.000517640990121235,0.30209667566862,0.00381395245560933,0.0538400123148259,0.0548564698621506,0.0515407369800678,0.0571300860530631,0.0562931890529791,0.0524561371674718,0.0530154991267465,0.0556883334797954,0.0554094676962698,0.0532817441774864,0.0556255068794059,0.0530767509291584
NAD,0.00757239001651424,0.0183737024882689,0.0186648844469194,0.0144154761582614,0.00379364782712187,0.0423581808397228,0.0101324001361286,0.00312892331449825,0.0195342165426031,0.080633692251883,0.111446537173815,0.024678316275796,0.00466326601320342,0.114389346912184,0.0144874083769229,0.127934940822748,0.00728520638536784,0.0453215157732177,0.0115582235454631,0.041706030672612,0.00682848312681482,0.0330207529373322,0.0301143664711216,0.00298784375170765,0.00377126408890752,0.045721097573234,0.0477872780215662,0.0052018556296144,0.0202109706357587,0.00698735083542366,0.00207729431498731,0.00847602374414439,0.0328342831087919,0.00133225292373974,0.0043835688702441,0.229636660501686,0.0213630825944463,0.139480031270096,0.0688131823262939,0.164505462597837,0.00375136317747351,0.0134268985726891,0.0161523303446926,0.124151080085954,0.0119238761422031,0.145362242114508,0.00470549926899611,0.117868321179044,0.0535858007562696,0.00999978471474177,0.0107208622189563,0.0476181890192807,0.00514321094719133,0.0188723388170462,0.00481569021759212,0.00942868167309238,0.00748933419646231,0.0108778970800102,0.000685113118716693,0.011921374647389,0.0387289677225679,0.039622356256323,0.0392934503021255,0.0390667664984056,0.039585671606796,0.0387824327466838,0.0392986669950968,0.0390602689035652,0.0388713862709039,0.0394914682202137,0.0391369701388477,0.0392219518401257
NADP,0.0112476197980241,0.0214461349893627,0.0105312528224527,0.0225608819154695,0.00725779330500842,0.0465174226446559,0.0150291629175022,0.00607488499501375,0.0215054981161204,0.024027427870785,0.0302011607879814,0.0257186646464937,0.0063772809771546,0.121419934172006,0.0333051926313278,0.0379754435790452,0.00835524588651102,0.04117851760124,0.00666427588002623,0.0178008613063297,0.0237291535390111,0.03644957776871,0.0306225438461825,0.0118328036002732,0.00868340706938216,0.0228067757591957,0.0199685689615998,0.015620469297556,0.0142930449138462,0.00676138407874966,0.0108060313194442,0.0174091239470955,0.0369921667613517,0.00183674436832294,0.00650812056552532,0.0547540381453589,0.020970786962831,0.0526066412725612,0.0206254098544244,0.0616089769889244,0.00922247083484506,0.0138776887002141,0.0251772419141323,0.0299009426557304,0.00781682135115184,0.0353741890264042,0.017230402060755,0.0312729706526256,0.0426655059300165,0.011315623325103,0.0128801038630601,0.0192756955018595,0.0115598389804844,0.0161603723018782,0.0222822123744723,0.0193052317746723,0.0235271033076223,0.0247489259020688,0.000341947869015588,0.00566469245098984,0.0236861557499791,0.0261351977019218,0.0241967810618291,0.0256363400295175,0.0214570842130175,0.0283057671364707,0.0250350840481732,0.0248069466357034,0.0231432603997873,0.0267218961000414,0.0247989514755868,0.0250432426285133
FAD,0.00271582937333951,0.0126872740327646,0.00383469214059207,0.0100772195788345,0.00451840246092082,0.00376675714989453,0.00867941169713415,0.00838637532678395,0.011267417393556,0.0110613842521953,0.00711125758545883,0.00671779533823316,0.00942367840634542,0.00659784136535302,0.00790035555246894,0.00761755075323787,0.00812601798302065,0.00911748740043684,0.00531873900458929,0.00568736790626124,0.00719732129234893,0.00524325386325121,0.00540596951158417,0.00683619495606382,0.00628767605423283,0.0102907994411592,0.00463590753429155,0.0080049861427557,0.00331986426626526,0.00240201915586476,0.0096441723014135,0.00455673704685352,0.00947609228645226,0.00377606203964579,0.00520404416184188,0.00879880554791698,0.0037816749420591,0.00812697770609416,0.00629880332444777,0.0100175373186318,0.00699111980850636,0.00651345058806646,0.00876267828797551,0.00757948632776174,0.00658200898207578,0.00797306777129374,0.00542743691894438,0.00608282622444882,0.00732449902744323,0.00371065401625767,0.00876444919660426,0.00616013287759052,0.0090684907030363,0.00762843547594693,0.00334733297688901,0.0038314513548316,0.00802126146881222,0.00672999986629071,0.00249521042770107,0.00504992775958829,0.00772333283095622,0.00772787761516035,0.00777928188238629,0.00767261937132145,0.00757709565925224,0.00787076217113686,0.00777001232466216,0.00768127579117573,0.00738647222026923,0.0080692077418822,0.00780059449372056,0.00765049134592161
Cortisol,0.000117062637850249,4.18786016049043e-05,5.46827843271109e-05,0.000119292650556688,0.000722964724449324,2.62810711468185e-05,0.000614332016842327,0.00117329849507933,9.32152128945345e-05,0.000302690873715964,0.000562009987243934,5.90456630653369e-05,0.000768585907862349,3.09454471457236e-05,0.00014190836968214,0.000809425099378173,0.00032456371767423,0.000708894878962045,0.000182420060374145,4.02840541071711e-05,0.000104767303014675,3.48749454405942e-05,4.42377242392954e-05,0.00101823244641952,0.000800990201457957,8.68738730187346e-05,0.000684402032137516,8.01545047419082e-05,5.84757132975633e-06,1.9333799116781e-05,0.000233380063650138,0.000254381058459956,0.000340205855717736,0.00018814395652903,4.13611797269155e-05,0.000542025321365541,0.000126246982825662,0.00103301959782375,0.00103607666784611,0.000551103319531739,0.00107878575975815,0.000175403939011121,0.000263304489719902,0.000916699076998012,0.000427365611506932,0.000711653407928834,0.000984313519620174,0.00010043876102385,2.17870583800475e-05,4.0671292461482e-05,0.000850504734863995,6.77632070185568e-05,0.00144223437267834,9.64812868983915e-05,3.15855417053714e-05,3.12805610484406e-05,0.00115221272502166,0.0006183035167013,2.50404547191889e-05,0.000243359918835857,0.000204777363014012,0.000197726013093827,0.000204975883848261,0.000197513906885066,0.000206770078580094,0.000195800712342879,0.000202388180797984,0.000200056990488297,0.000196664808523521,0.000205838870171959,0.000203727706773491,0.000198710986438668
cortisone,0.000284485565084626,0.00047163803897916,0.000118338645192214,0.000274440735803821,0.00115362335903898,8.81466666719445e-05,0.00129738646099805,0.00136650666355233,0.000523653560839328,0.00181340512408569,0.000373951449422371,0.000144673321451116,0.000699467866248926,3.30486980999895e-05,0.000258195784202049,0.00139170123792308,0.00135004899853077,0.000801086628157299,0.00100583349899085,8.98385647783919e-05,0.000257855745911904,9.01404414484412e-05,0.000100230811888589,0.000816035860527727,0.000855025088317455,0.000942743604279593,0.00145463403416327,0.000676898375946537,2.56604767737182e-05,6.91779287959746e-05,0.0019434425822961,0.000924931005268963,0.000217556230837448,0.000293742857451917,0.000209386866048911,0.000359413268650839,0.000157709127284846,0.00264028837847291,0.00147435466182298,0.00110629647400079,0.00105873110282457,0.00043938765388557,0.00113805774569579,0.000929209687163065,0.000783605257807479,0.00142417982140478,0.00145546292690901,0.000170394412826472,0.000143224173515823,9.54491931660551e-05,0.00102353803923243,0.000133363403661616,0.0014057451839015,0.000738995565343318,0.000201786815549979,0.000349747010699563,0.00161185456563211,0.000879758600454594,7.35349317115933e-05,0.000214998848606123,0.000519548843747852,0.000499758331513609,0.000507059559825761,0.00051205080533976,0.000520330885321079,0.000499055671935908,0.000515731453691574,0.00050341493155579,0.0005014214616673,0.000517825916923829,0.000511723079832062,0.000507413150531939
3-Ureidopropionic acid,0.000419972781246144,0.0490688918418991,0.0238372665675681,0.0244066598128139,0.0332247314775753,0.0115670864598244,0.0136918116439846,0.0606855230901196,0.0233889586601084,0.0114980253603872,0.0200039208276838,0.0263725682387168,0.0606936059450501,0.0217152247690107,0.031463747291245,0.0131710275204361,0.0295461983740744,0.0303827523838297,0.0480162265769417,0.0256727749949269,0.0169305020564984,0.0129792542139347,0.0234538516397442,0.0063752252961353,0.0112105647352433,0.0133436874284127,0.0063289744821912,0.0176451103087312,0.0068730487573383,0.0113165742354307,0.0247875106959584,0.0129737985844675,0.0398851065397365,0.0073666347363149,0.0411123673845384,0.0112277178025358,0.0235318286407585,0.0129257038350269,0.00863074826516415,0.00908440944704459,0.0188786581062363,0.0591966190742657,0.0235877944143457,0.0127772731008266,0.0150658178304102,0.0123618213139533,0.0180053023640825,0.0353039892771768,0.0559066874415347,0.0208379617062271,0.0263272964893512,0.0297932602667986,0.0556731770162614,0.00671978122975667,0.0215021108615244,0.0230966188934916,0.0168885785503038,0.0877764031869936,0.0176336686041167,0.00699980002073715,0.031837814903585,0.0320353756814798,0.0323970029789037,0.0314834371569749,0.0321930032648826,0.0316876817915764,0.0313273660257724,0.0325469416786432,0.0322652707623112,0.0316052960340527,0.0317819819563621,0.0320932059708784
Cysteine,0.000799653978176627,0.0016477609273457,0.00087264877295563,0.00476786832690762,0.000725656384185278,0.0033814177777469,0.00264376448333728,0.00117865907523889,0.00208024523213945,0.00151496325415059,0.00196248180897681,0.00140624353557413,0.00286513052989151,0.0129446394778105,0.00784648978033614,0.000315522188815236,0.000643136370090399,0.00257463443207253,0.00181677000414901,0.00437116551770055,0.00074535570386944,0.00183810210042656,0.00408587848337125,0.000853817774414943,0.000259477280928969,0.000351839120166323,0.000116534240048293,0.00183014755724824,0.000452928061721132,0.00178624082806021,0.000808502193211474,0.0013287602044027,0.00308104703858966,0.000120520684747805,0.00193217499692643,0.000823551537900095,0.0014759865160692,0.000643083227647454,0.000158690058488609,0.000737747456647568,0.0024240480947732,0.00200338498911749,0.00211777241959328,0.000646167995205663,0.000721563994016696,0.00055677029765553,0.00202582246931141,0.00140753888540116,0.0071132436364952,0.00133876891783753,0.00264482943875261,0.000649790477182305,0.00235537920937344,0.00106684612453461,0.00475058105018411,0.000826430667872346,0.00109559708075782,0.00280129755974423,0.000723995402006666,0.000229033308882132,0.00210901331868804,0.00220281599517768,0.00209794630623838,0.00221396124606059,0.00206163471460475,0.00224882134903651,0.0021078655565156,0.00220470874999848,0.00208746989411529,0.00222604694838252,0.00210714718399568,0.00220557696534548
Carnitine-C16,0.0210084739439264,0.107264732746037,0.397309527272355,0.0447978378193782,0.00972169891681099,0.198150754931295,0.0136880942622013,0.0470792986533521,0.0243633082527838,0.0857870659254871,0.0154922902119841,0.221221965741239,0.111355649821518,0.161157267788578,0.0985256243759588,0.0786515669158965,0.00163343867536283,0.00633800230382366,0.0302452442390385,0.171583068141673,0.00291365074122115,0.223238319415914,0.325539958046331,0.0306982976260743,0.0249375833805576,0.441024526721131,0.240925512178407,0.00108817856032807,0.31720159180694,0.461760564345167,0.218957153836039,0.00140398850566514,0.276972974129847,0.338982914826424,0.249304622915589,0.0349292032189483,0.416519977401148,0.0354664981691132,0.231347193767361,0.13192428163601,0.00918178549534364,0.207916653543993,0.00241933836660091,0.0227973825378326,0.00575752922048768,0.0548715588381466,0.000865377883588485,0.124739617605326,0.140474523489266,0.431054996287651,0.022559233911873,0.289977398638486,0.0165913453145873,0.010609302619298,0.370969561831093,0.278797167301452,0.0192183173481747,0.00136301515919115,0.396403892995291,0.0141709084188224,0.176973305164375,0.184064253851615,0.179216213401059,0.18186471537114,0.174028116295036,0.186920160535382,0.18268935057735,0.178409687690649,0.180056114575399,0.18104745364201,0.178341599381347,0.182760326686278
Pyruvate,7.01798649276997e-06,0.000111493354106035,2.75361282520464e-05,0.000114533640659466,7.13126122556719e-05,1.55534968247154e-05,2.87750331640398e-05,0.000114685196067563,0.00021626258080489,6.60525561699899e-05,0.000119205459944871,4.07541346024105e-05,0.000121321711752088,3.08368571233824e-05,1.31009036759651e-05,0.000116202889536523,0.000170211945777865,0.000155195875377587,0.000131272819908649,7.65171041494433e-06,0.000109996667562803,3.00398779471578e-05,1.70964818295767e-05,0.000107533200564822,5.8531491515836e-05,7.09808451195907e-05,2.8828443105359e-05,0.000224878195448919,2.40997686174197e-05,1.82157038795076e-05,0.000130778927148344,0.000181203278853996,6.89900881357195e-05,2.80559096293766e-05,7.0260579514067e-05,3.50786173922754e-05,2.09819838461195e-05,0.000104224536389351,9.51234529161297e-05,0.000141800669346136,0.000139920662927801,7.21960651036941e-05,0.000183402572884259,6.6774215006424e-05,0.0001333287309919,4.52235269235056e-05,0.00010262124052312,9.67262578091556e-05,1.21288069856861e-05,2.73897158809576e-05,0.000195421802176355,2.4425821016457e-05,0.000193838187556122,9.8415865259571e-05,2.90617252527301e-05,2.72979074529619e-05,0.000175540212350507,0.000460018817961632,5.44744286171649e-05,1.95800930562088e-05,0.000110534417845365,9.55745050723522e-05,0.000103120170483877,0.000102864629739004,0.000106827773685752,9.92430395651181e-05,9.80156777169481e-05,0.00010796313247387,0.000107896297450274,9.80228550963418e-05,0.00011252715525695,9.3435376028331e-05
Glyceric acid,1.29920734941824e-05,0.00107209116704058,0.000198704553368997,0.00311573700346723,0.00153893362278025,0.000112857649973652,0.00116307679029222,0.00137992619449727,0.0018713745946001,0.00164164092338456,0.00235697830619208,0.000342312765321297,0.00144445556489477,0.000174902266899763,0.000147729807447728,0.00125577659025003,0.00163265240765335,0.00220821986862337,0.00143497377650543,0.000289747134403667,0.00210720156493856,0.000274217722551851,0.000170220494092993,0.000536921966656416,0.00168747282396692,0.00150101992300892,0.000769721527268232,0.00185121315055482,7.54664251345209e-05,0.000218498909971282,0.0013195310227358,0.00107490206849234,0.000750357101067956,0.000287688213278512,0.00141730991208618,0.00145210241815868,0.000551573127680923,0.00119415418967603,0.000719543460246598,0.00103279699474054,0.00202270354981149,0.000674266137760316,0.00147765005096968,0.00135574337906622,0.00133054659506069,0.0013390422311216,0.00159127492828983,0.0012881565000335,0.000261673411564454,0.000403515356026859,0.002468601962314,0.000763387137413189,0.00135193668495956,0.00118948957639739,6.93311530504276e-05,0.000213246914375044,0.00197781928294476,0.00124342452231254,0.000535571031785321,0.000966184839243683,0.000818656619534214,0.000815205348595211,0.000817404500240478,0.000816434407514119,0.000835158705880713,0.000799090722602195,0.000832220289540945,0.000801626296523573,0.000814441445838614,0.000819423864982561,0.000851920396560173,0.000781836568383617
Fumarate,7.7512949392328e-05,0.00674592666049995,0.00201202981493167,0.00623645589106816,0.00329747659897843,0.00173434271564776,0.00562245821300789,0.00376219776356251,0.00464717814319789,0.00878208499224489,0.0016577257809163,0.00200827030319858,0.00556772161086891,0.00134704290703135,0.00264092702572035,0.00458245015052056,0.00432531101651408,0.007683447081718,0.00359809798220059,0.00186894454916961,0.00452332788745824,0.00431401117399384,0.00217851297741321,0.00360975072228658,0.00176799286640403,0.00545354439643589,0.00260515351330647,0.00572164176230412,0.00290255600051982,0.00119079253036177,0.00383890650316912,0.00411206740637614,0.00402982929112064,0.00173232366332987,0.0034870519538364,0.00284913051205833,0.00187322945488193,0.00556856320554485,0.00395987840686674,0.00275355558439548,0.00574433591278057,0.00379305446976867,0.00628350189463853,0.00475718391397443,0.00277336453877057,0.0040101503747499,0.00483134792064155,0.00378750003805082,0.00342325722219156,0.00142247792445928,0.00667367512194438,0.00148514333907096,0.00704347413279659,0.00232892783075121,0.00186854974981003,0.00304135085528236,0.00428302681344551,0.00522476640033781,0.000270480888917282,0.000706613014546866,0.00362753748504615,0.00345800618226426,0.00358080940530855,0.00350378124259894,0.00362908440887948,0.00345702164521427,0.00355510462160258,0.00352902632686578,0.00343393807289585,0.00365159397884564,0.00355504438086759,0.00352904676822127
Succinate,0.00274725296264675,0.0185375534559642,0.0124803805828058,0.0175609436598733,0.0169644339418937,0.00994437060173539,0.0142872868866728,0.0182855208847986,0.0315448703631463,0.0295215149905519,0.0339199935810441,0.00507165315910032,0.0126036841346438,0.0132195474531152,0.0144168948960454,0.0192565486071102,0.0277496009608222,0.0236451160080385,0.0384794673114865,0.0129926063678435,0.0191441228665516,0.0103377077975038,0.00883036810493568,0.00822719447433948,0.0142500090731955,0.0169536581003977,0.00956118383108092,0.0130653897699369,0.0218381426902089,0.00483607407450948,0.0158994387987584,0.0109355588422523,0.0199856672300819,0.00267264228774219,0.00324195030636483,0.0130535923667735,0.0146508498761674,0.0300496231320441,0.0146796022388331,0.0152912243132353,0.00646218211512925,0.00466473668001927,0.03426174637016,0.0163857614204045,0.0262910613536708,0.0197591145308469,0.0242894567445309,0.0292009172150487,0.0159988636686746,0.00681460753454399,0.022163520678571,0.0161200992696839,0.0211229942072212,0.0217496428769887,0.00907366706139328,0.00985106453002949,0.0227198951410698,0.0223811091950134,0.00753485963014091,0.00902213917125863,0.0171974916970844,0.017655434868696,0.0175886585646497,0.0172700647726711,0.0176319732855008,0.0172294484300788,0.0172195477592289,0.0176370404539704,0.0171284586885134,0.0177322341414219,0.0172249529965031,0.017632262730227
Pyroglutamic acid,5.09676939096547e-05,0.000924908679530862,0.000283751406723923,0.00193215493553569,0.00262152789135524,0.000552691430329008,0.00191811623826371,0.00186325154057806,0.00388058592865872,0.00140430039595649,0.00219812330720105,0.000944624351268588,0.00151688198299885,0.00207268219602674,0.000726024499485486,0.000987881007168183,0.00212299617643492,0.00158832060871996,0.00183661657171588,0.000652252357587854,0.00124984775357233,0.000685107286248419,0.000386364014977026,0.00117515228222978,0.00164689623259464,0.000457632018244697,0.000473702373720396,0.00312295841309421,0.000260198091843375,0.000440559222516297,0.00168788184490733,0.0018837845222951,0.000904691403320045,0.000526614910073425,0.0011115570734218,0.000719502138919897,0.000483140225493345,0.0010442702767873,0.000985398466185767,0.000709939649170021,0.00189763637776979,0.000620904681789262,0.0015272777187857,0.000583824061153504,0.00143869468397733,0.000481187276423479,0.00213957627204145,0.000554615539325279,0.000910574895368568,0.000539471815903313,0.00259710362331663,0.00042264704716035,0.00401969861960095,0.00122779630744345,0.00074881449917861,0.000432386227052487,0.00308393448469329,0.0025026343721077,0.000737397761619568,0.000742829595793485,0.00100252673460863,0.00106157074148339,0.00103865185550794,0.00102601897636612,0.00104656561661004,0.00101835366703822,0.00102622678600704,0.00103836135071276,0.00100908733076171,0.0010558094582412,0.00103239301613656,0.00103220031130797
Citraconic acid,7.82009474832915e-05,0.000213973158352902,4.62857560319616e-05,0.000320558183521235,0.000455073712417643,8.22373272021167e-05,0.000309496653639892,0.000604937802528787,0.000660170212920597,0.00136368592682282,0.000394023881038985,6.91991150889217e-05,0.000474589456448026,4.94224109667539e-05,9.85928833520272e-05,0.000583118168473934,0.000699580712503744,0.000394113124706245,0.000468840530288601,9.07909088977798e-05,0.000550827785224047,6.98582176541345e-05,0.000151135859306143,0.000302232308047614,0.000561412265789492,0.000136584626114007,0.000541853939788287,0.000685558428238705,7.79610955118405e-05,3.92331060615042e-05,0.00032938841392632,0.000774362213587198,9.50415191397924e-05,0.000206180237852743,0.000128354503704351,0.000335632742941178,9.1077088728312e-05,0.000333541061709653,0.000472919987982337,0.000356155724003235,0.000274581615025857,0.00014653664292656,0.000449090649832478,0.000502702076360002,0.000584706208454677,0.000474927638202274,0.000526480512915693,0.000176503926903426,0.000110356077628296,5.41876928872995e-05,0.000462116991405332,0.000105120209363602,0.000305234054603808,0.000343742265237827,2.89110633202288e-05,0.000118335789502465,0.00043127064770256,0.000778971126512195,7.56153738901812e-05,0.00035291264220736,0.000550350233748203,0.000556942221458298,0.000546766137392949,0.000560497682905838,0.000569306524936197,0.000538398193875199,0.000552838530286989,0.000554508564598413,0.000546265511043563,0.00056117912462267,0.000566819136718105,0.000540500157890216
Acetylalanine,0.000269005808778497,0.00498190253566091,0.00111755604275382,0.00453745439881193,0.0032921504668408,0.001812044354201,0.00340997174731281,0.00511209519298493,0.00414046674331829,0.00154596575549739,0.00333024275420343,0.00266746484521405,0.00598662535071329,0.00275356358261087,0.00269539438023292,0.00176260769324353,0.00592389848451666,0.00516826232421278,0.00335438565702657,0.00223420739491331,0.00558758441273943,0.00271224139436782,0.00204673487431071,0.00427945608512579,0.0036094773426967,0.000935707992312055,0.00125826709811786,0.00781387685436781,0.0014933465101615,0.00131777204217262,0.00376856142744154,0.00349657870448084,0.00270774333420926,0.00117225925594639,0.00380392805431951,0.00177190145378202,0.00123653937659862,0.00193551548735244,0.00146471857986002,0.00156641607524824,0.00573229224867064,0.00380587373577132,0.00447337865572752,0.00155285780164597,0.0027862882363668,0.00147105576613383,0.00684225422770384,0.00334033069330231,0.00374034727319481,0.00153330325002721,0.00442094674875102,0.00156111631993662,0.00525555457975773,0.00367681810060137,0.00245018683879382,0.0017861096285635,0.00599403985731215,0.0034677523468311,0.00164767443996544,0.00322447847209824,0.00285949142471448,0.00274958866298754,0.00282667435114192,0.00278175721421011,0.00294852002474259,0.00266293420671414,0.00276007949533338,0.00284803809998277,0.00271893673014258,0.00289033245906858,0.0028810703185588,0.00272691923744241
Malic acid,0.00053876804606809,0.0350989814138221,0.011546343532956,0.0474024693585868,0.0271540973324563,0.0119441715603838,0.017259505816546,0.0262179832565045,0.033551980915669,0.0297711496435244,0.0175058336407718,0.0163893281446572,0.0350244609266803,0.015031885615738,0.0177695203489019,0.0246380217889798,0.033285524400894,0.0549101912417149,0.0251830999422503,0.0140305908559247,0.0313615943413738,0.024690911717979,0.0162030207311143,0.0286488536516925,0.019469883412869,0.0232817879632764,0.0123048864968383,0.0497809240834614,0.0197627277062103,0.00844509061877769,0.0271214996410502,0.034762304832288,0.0233425273019886,0.0149425958453478,0.0249368333455251,0.0199132930565447,0.013018834074717,0.0239578766687338,0.0170472536152602,0.0240464206531179,0.0405195556892374,0.022416387288153,0.0470062833658684,0.0282998838998754,0.0123496601270528,0.0233751712261049,0.037391804399408,0.0226373799251211,0.0218487577554946,0.00983960514427838,0.041858051666072,0.0120566339747533,0.0443097411310293,0.0187721926428093,0.0150957059774256,0.018772910626159,0.0400986459715904,0.0295429498080465,0.00143589807970596,0.00765749776749917,0.0227105746377207,0.0217766205626881,0.0223196496110759,0.0221606716618889,0.0223902419830031,0.0220925439176318,0.0225767746677655,0.0219028737606982,0.0220379558188136,0.022444028369358,0.0222741973758665,0.0222050762126549
Xanthine,0.000370726048393667,0.0098135969893146,0.00329577757024288,0.00448848605363388,0.00985154983794536,0.00523261213133313,0.00260230474494302,0.00975416613020895,0.0067436299824744,0.00267135625370052,0.00198455887587901,0.00795924035033083,0.00722887738796758,0.00390153981982889,0.00502500488410631,0.00316989313705845,0.00562211266005561,0.0045038387348876,0.0110973234812715,0.00816985554832102,0.00528654443800225,0.00422300407608083,0.00509079955444065,0.0057513362419553,0.0050632603554337,0.00191396213711192,0.00134362557612029,0.00780117146149957,0.00302653718665323,0.00396876545399585,0.0064626815270577,0.00451777484779749,0.000909668111215356,0.0024825404089969,0.0141575938620186,0.00129729276477587,0.00357062518974458,0.00277763129266254,0.00176852877313052,0.00113094212978637,0.00261791356939699,0.00210179018674885,0.00562700359933741,0.00134101336999655,0.00439007678901048,0.00141275185749514,0.0115335931914956,0.0030290798801219,0.000600669546335997,0.0037468111384745,0.00555617862270444,0.00256251164062884,0.0121665401330448,0.00466030391648308,0.00156650780425632,0.00289143750984404,0.00989653861161213,0.0089693111510978,0.0107070466043316,0.00468351024535643,0.00579344658028975,0.00575645951853081,0.00581034883121263,0.00573967891985856,0.00584225484348478,0.00570888050425832,0.00576610659901225,0.00578348102029871,0.00575036478632913,0.00579954980244568,0.00580751821755642,0.00574200608401487
Dihydroxyacetone phosphate,9.69358901069985e-06,0.000150030410507529,3.26738999844955e-05,0.000475395551123841,0.000234799217184893,4.04036904735949e-06,0.00024799820454265,0.000819906365997489,0.000159206251919787,0.000248705488165961,4.25152278191475e-05,0.000127244885905064,0.000359546526539659,3.01401046851494e-06,9.40939147869966e-05,0.000115968920028523,0.000586554992500535,0.000190670736693762,0.000175067076285254,3.67460862667401e-05,0.000270126546443219,3.1427830434807e-05,8.54790551746525e-05,0.000269654613462415,0.000344146484066008,3.85142184998614e-05,7.88825469612455e-05,0.000706616023714445,0.000108153181708291,2.60336520641948e-05,0.000400172032171865,0.000406575402948942,3.97107153413444e-05,0.000324438621036296,0.000191632312013661,9.78323567333882e-05,1.83788448685488e-05,5.50584561340226e-05,9.20298848885788e-05,3.14376645983692e-05,0.000974910735554383,5.06506194733366e-05,0.000344197798539737,0.000174205986425636,0.000206938886790221,0.000163842674063254,0.00102864614352381,2.30796983564702e-05,1.72218823253177e-05,2.97775026862307e-05,0.000633655616758849,4.45350939469363e-05,0.000640735317659316,0.000122671361893001,0.000188011148137484,7.90684638946659e-05,0.000329579092275646,0.000639835444846932,7.17519440783098e-05,0.000502368788173856,0.000172393288162883,0.000188567953679899,0.000209120314125539,0.000152324331216649,0.000156724739157038,0.000203828514423967,0.000188792964452252,0.000172311503450376,0.000193087227967011,0.000167846076813947,0.000177025425216171,0.00018407935878142
